id,target
9477,1
9478,1
9479,0
9483,0
9487,1
9494,1
9497,0
9498,1
9506,0
9512,0
9514,0
9515,0
9516,0
9517,1
9518,0
9521,0
9523,0
9527,0
9528,0
9530,1
9532,1
9534,0
9535,0
9536,0
9543,1
9544,1
9545,0
9546,0
9549,0
9558,1
9560,0
9561,0
9570,0
9573,0
9578,1
9584,0
9587,0
9588,0
9599,1
9601,1
9604,0
9614,0
9615,0
9621,1
9622,0
9623,0
9624,1
9626,1
9628,1
9630,1
9631,0
9633,0
9635,1
9637,0
9641,0
9647,1
9648,0
9649,0
9658,0
9662,0
9668,0
9671,1
9676,0
9677,1
9679,1
9682,0
9685,0
9689,0
9692,1
9693,1
9694,0
9696,1
9700,1
9711,1
9713,0
9720,0
9721,0
9725,1
9726,0
9727,0
9735,1
9740,0
9742,1
9743,1
9747,0
9748,0
9751,0
9758,0
9767,1
9768,1
9773,1
9777,0
9781,0
9784,0
9786,0
9789,1
9792,0
9793,1
9798,0
9799,0
9802,0
9803,0
9804,0
9805,1
9807,1
9809,0
9811,0
9814,0
9817,1
9821,0
9824,0
9825,0
9827,0
9839,1
9840,0
9843,0
9844,1
9845,0
9847,0
9848,0
9851,0
9852,0
9855,0
9856,1
9863,1
9867,1
9871,0
9876,0
9879,1
9882,1
9891,0
9892,1
9893,0
9895,0
9899,0
9900,1
9902,0
9903,0
9904,1
9908,0
9913,1
9914,0
9917,0
9922,1
9924,1
9926,1
9927,0
9928,1
9929,1
9936,0
9939,0
9947,1
9951,0
9954,0
9956,1
9957,1
9959,0
9962,0
9964,0
9966,1
9968,1
9969,0
9970,1
9975,1
9977,0
9981,1
9993,1
9996,0
9997,0
9999,0
10002,1
10007,1
10015,0
10019,0
10022,1
10024,0
10026,0
10033,1
10043,0
10046,0
10051,1
10053,0
10062,0
10063,0
10065,0
10068,0
10078,0
10086,1
10094,0
10095,0
10096,0
10097,0
10103,0
10104,1
10108,0
10122,1
10123,0
10128,0
10131,0
10133,1
10134,0
10135,0
10145,1
10148,0
10154,1
10155,0
10158,1
10160,1
10161,0
10162,0
10165,1
10166,0
10167,0
10170,0
10178,0
10180,0
10181,1
10185,1
10188,1
10190,1
10196,0
10200,0
10205,0
10211,1
10216,0
10219,0
10221,0
10225,1
10227,0
10228,1
10230,1
10232,0
10233,0
10235,0
10238,1
10240,0
10242,1
10248,0
10254,1
10257,0
10261,1
10262,0
10266,1
10267,0
10271,0
10277,0
10279,1
10281,0
10282,0
10285,1
10292,0
10298,1
10300,1
10309,0
10311,1
10312,1
10319,1
10324,0
10326,1
10328,1
10343,1
10346,0
10347,0
10353,0
10354,0
10356,1
10357,0
10362,1
10363,1
10370,0
10373,0
10386,0
10388,1
10389,1
10391,1
10397,0
10400,0
10403,0
10404,0
10408,0
10417,1
10425,0
10435,0
10437,1
10438,0
10440,1
10442,1
10447,1
10452,1
10453,1
10454,1
10459,1
10460,1
10463,0
10465,1
10469,1
10474,0
10475,0
10476,1
10477,0
10480,0
10491,0
10493,1
10494,0
10495,0
10497,0
10501,1
10504,1
10507,0
10509,1
10510,0
10512,1
10514,1
10526,0
10528,0
10530,0
10531,0
10532,1
10538,0
10539,1
10542,1
10547,1
10549,1
10556,0
10569,0
10572,0
10577,0
10579,1
10586,0
10594,1
10595,1
10597,1
10602,0
10604,0
10614,0
10617,0
10618,0
10619,0
10624,1
10633,1
10634,0
10635,1
10638,1
10639,1
10642,1
10643,1
10645,0
10646,0
10649,1
10652,1
10653,0
10654,1
10661,1
10664,1
10668,0
10670,0
10674,1
10683,1
10694,0
10697,0
10699,1
10701,0
10703,1
10713,1
10714,0
10716,1
10717,0
10719,0
10725,0
10728,0
10734,0
10738,0
10740,0
10742,0
10756,0
10757,1
10758,0
10761,0
10762,0
10773,0
10778,1
10781,0
10791,0
10792,0
10796,1
10797,0
10801,0
10804,1
10806,1
10807,0
10816,0
10820,0
10828,0
10836,0
10838,1
10845,0
10856,0
10857,1
10858,1
10861,0
10865,1
10868,0
10874,1
10875,0
